x_RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	sce_ORFid	Locus	LocusTag	ProteinProduct	Length	ProteinName	oldGeneId	replacingGeneIds	replacingSceORFs
4	AP012216.1	817482	818405	-	-	YIL030C	SSM4	KLMA_40347	BAO40371.1	307	protein SSM4			
4	AP012216.1	819133	819474	+	-		-	KLMA_40348	BAO40372.1	113	hypothetical protein KLMA_40348			
4	AP012216.1	819551	819961	-	-	YIL027C	EMC5	KLMA_40349	BAO40373.1	136	ER membrane protein complex subunit 5			
4	AP012216.1	820306	823644	-	-	YIL026C	IRR1	KLMA_40350	BAO40374.1	1112	cohesin subunit SCC3			
4	AP012216.1	824566	825276	-	-		-	KLMA_40351	BAO40375.1	236	hypothetical protein KLMA_40351			
4	AP012216.1	826592	827164	+	-		-	KLMA_40352	BAO40376.1	190	hypothetical protein KLMA_40352			
4	AP012216.1	827437	828189	-	-	YHR134W	WSS1	KLMA_40353	BAO40377.1	250	DNA damage response protein WSS1			
4	AP012216.1	828743	829519	+	-	YNL156C	NSG2	KLMA_40354	BAO40378.1	258	protein NSG2			
4	AP012216.1	829844	830341	-	-	YHR132W-A	IGO2	KLMA_40355	BAO40379.1	165	protein IGO2			
4	AP012216.1	831072	832430	+	-	YHR132C	ECM14	KLMA_40356	BAO40380.1	452	protein ECM14			
4	AP012216.1	832504	833079	-	-		-	KLMA_40357	BAO40381.1	191	protein PGA1			
4	AP012216.1	833406	834107	+	-		-	KLMA_40358	BAO40382.1	233	protein ASI2			
4	AP012216.1	834475	835674	+	-		-	KLMA_40359	BAO40383.1	399	putative agmatinase 2	gi_574142591_dbj_BAO40383.1_	KLMA_40359	KLMA_40359
4	AP012216.1	835991	837187	+	-	YPL060W	LPE10	KLMA_40360	BAO40384.1	398	mitochondrial inner membrane magnesium transporter LPE10			
4	AP012216.1	837466	838791	+	-	YBR207W	FTH1	KLMA_40361	BAO40385.1	441	iron transporter FTH1	gi_574142593_dbj_BAO40385.1_	FTH1_KLMA_40361	YBR207W
4	AP012216.1	839003	844498	-	-		DUR1,2	KLMA_40362	BAO40386.1	1831	urea amidolyase	gi_574142594_dbj_BAO40386.1_	DUR12_KLMA_40362	DUR1,2_KLMA_40362
4	AP012216.1	845742	847784	-	-	YKL025C	PAN3	KLMA_40363	BAO40387.1	680	PAB-dependent poly(A)-specific ribonuclease subunit PAN3			
4	AP012216.1	848128	848889	+	-		-	KLMA_40364	BAO40388.1	253	uncharacterized oxidoreductase YIR035C			
4	AP012216.1	850195	851106	+	-		-	KLMA_40365	BAO40389.1	303	uridylate kinase	gi_574142597_dbj_BAO40389.1_	KLMA_40365	KLMA_40365
4	AP012216.1	851588	852844	+	-		-	KLMA_40366	BAO40390.1	418	hypothetical protein KLMA_40366			
4	AP012216.1	853147	855327	-	-	YKL022C	CDC16	KLMA_40367	BAO40391.1	726	hypothetical protein KLMA_40367			
4	AP012216.1	856079	857197	+	-	YIR034C	LYS1	KLMA_40368	BAO40392.1	372	saccharopine dehydrogenase	gi_574142600_dbj_BAO40392.1_	LYS1_KLMA_40368	YIR034C
4	AP012216.1	857373	858608	-	-	YKL021C	MAK11	KLMA_40369	BAO40393.1	411	protein MAK11			
4	AP012216.1	859402	860934	+	-		-	KLMA_40370	BAO40394.1	510	hypothetical protein KLMA_40370			
4	AP012216.1	861052	863763	-	-	YIL137C	TMA108	KLMA_40371	BAO40395.1	903	protein TMA108			
4	AP012216.1	865589	867031	+	-	YNL077W	APJ1	KLMA_40372	BAO40396.1	480	J domain-containing protein APJ1			
4	AP012216.1	869336	871021	+	-	YIL136W	OM45	KLMA_40373	BAO40397.1	561	hypothetical protein KLMA_40373			
4	AP012216.1	873086	875023	+	-	YNL076W	MKS1	KLMA_40374	BAO40398.1	645	negative regulator of RAS-cAMP pathway			
4	AP012216.1	875550	876401	+	-	YNL075W	IMP4	KLMA_40375	BAO40399.1	283	U3 small nucleolar ribonucleoprotein protein IMP4			
4	AP012216.1	877138	878694	-	-		-	KLMA_40376	BAO40400.1	518	viable in a HAL3 SIT4 background protein 2			
4	AP012216.1	879366	879722	-	-		-	KLMA_40377	BAO40401.1	118	hypothetical protein KLMA_40377			
4	AP012216.1	880056	881561	+	-	YMR020W	FMS1	KLMA_40378	BAO40402.1	501	polyamine oxidase FMS1	gi_574142610_dbj_BAO40402.1_	FMS1_KLMA_40378	YMR020W
4	AP012216.1	881619	883112	-	-	YMR021C	MAC1	KLMA_40379	BAO40403.1	497	metal-binding activator 1			
4	AP012216.1	883688	884185	+	-	YMR022W	UBC7	KLMA_40380	BAO40404.1	165	ubiquitin-conjugating enzyme E2-18 kDa			
4	AP012216.1	884651	886009	+	-	YKL046C	DCW1	KLMA_40381	BAO40405.1	452	mannan endo-1			
4	AP012216.1	886266	887414	-	-		-	KLMA_40382	BAO40406.1	382	uncharacterized protein YKL047W			
4	AP012216.1	887655	887960	+	-	YKL061W	BLI1	KLMA_40383	BAO40407.1	101	hypothetical protein KLMA_40383			
4	AP012216.1	887937	889418	-	-	YMR023C	MSS1	KLMA_40384	BAO40408.1	493	tRNA modification GTPase MSS1			
4	AP012216.1	889820	890776	+	-	YMR024W	MRPL3	KLMA_40385	BAO40409.1	318	54S ribosomal protein L3			
4	AP012216.1	891031	891642	+	-		-	KLMA_40386	BAO40410.1	203	hypothetical protein KLMA_40386			
4	AP012216.1	891703	892710	-	-		-	KLMA_40387	BAO40411.1	335	peroxisome assembly protein 12			
4	AP012216.1	893107	894192	-	-	YKL060C	FBA1	KLMA_40388	BAO40412.1	361	fructose-bisphosphate aldolase	gi_574142620_dbj_BAO40412.1_	FBA1_KLMA_40388	YKL060C
4	AP012216.1	894232	894561	-	-		-	KLMA_40389	BAO40413.1	109	conserved hypothetical membrane protein			
4	AP012216.1	895386	896672	-	-	YOL125W	TRM13	KLMA_40390	BAO40414.1	428	tRNA guanosine-2\'-O-methyltransferase TRM13			
4	AP012216.1	898246	899370	+	-	YOL126C	MDH2	KLMA_40391	BAO40415.1	374	malate dehydrogenase	gi_574142623_dbj_BAO40415.1_	MDH2_KLMA_40391	YOL126C
4	AP012216.1	899976	900737	+	-	YNL305C	BXI1	KLMA_40392	BAO40416.1	253	uncharacterized vacuolar membrane protein YNL305C			
4	AP012216.1	900983	901931	-	-	YOL127W	RPL25	KLMA_40393	BAO40417.2	142	ribosomal protein L23			
4	AP012216.1	902694	903311	-	-	YNL306W	MRPS18	KLMA_40394	BAO40418.1	205	37S ribosomal protein S18			
4	AP012216.1	904488	905585	+	-	YNL307C	MCK1	KLMA_40395	BAO40419.1	365	protein kinase MCK1			
4	AP012216.1	906177	906707	-	-	YOL129W	VPS68	KLMA_40396	BAO40420.1	176	vacuolar protein sorting-associated protein 68			
4	AP012216.1	907315	909054	+	-	YNL308C	KRI1	KLMA_40397	BAO40421.1	579	protein KRI1			
4	AP012216.1	909390	910312	+	-	YNL312W	RFA2	KLMA_40398	BAO40422.2	273	replication factor A protein 2			
4	AP012216.1	910671	912086	+	-	YOL132W	GAS4	KLMA_40399	BAO40423.1	471	glycolipid-anchored surface protein 4 precursor			
4	AP012216.1	912070	914082	-	-	YNL311C	SKP2	KLMA_40400	BAO40424.1	670	F-box protein YNL311C			
4	AP012216.1	914487	915056	-	-	YNL310C	ZIM17	KLMA_40401	BAO40425.1	189	DNL zinc finger domain-containing protein			
4	AP012216.1	915497	916519	+	-		-	KLMA_40402	BAO40426.1	340	protein STB1			
4	AP012216.1	917436	917816	+	-	YER072W	VTC1	KLMA_40403	BAO40427.1	126	vacuolar transporter chaperone 1			
4	AP012216.1	919176	920720	+	-	YER073W	ALD5	KLMA_40404	BAO40428.1	514	aldehyde dehydrogenase 5	gi_574142636_dbj_BAO40428.1_	ALD5_KLMA_40404	YER073W
4	AP012216.1	921800	922744	+	-	YIL069C	RPS24B	KLMA_40405	BAO40429.1	135	40S ribosomal protein S24			
4	AP012216.1	923995	927141	-	-	YER075C	PTP3	KLMA_40406	BAO40430.1	1048	tyrosine-protein phosphatase 3			
4	AP012216.1	929010	929795	+	-	YIL070C	MAM33	KLMA_40407	BAO40431.1	261	mitochondrial acidic protein MAM33			
4	AP012216.1	930058	932001	-	-		-	KLMA_40408	BAO40432.1	647	uncharacterized protein YER077C			
4	AP012216.1	932345	933511	+	-	YIL071C	PCI8	KLMA_40409	BAO40433.1	388	COP9 signalosome complex subunit 11			
4	AP012216.1	933590	935116	-	-	YER078C	ICP55	KLMA_40410	BAO40434.1	508	uncharacterized peptidase YER078C			
4	AP012216.1	935380	937122	-	-	YIL072W	HOP1	KLMA_40411	BAO40435.1	580	meiosis-specific protein HOP1			
4	AP012216.1	938047	938724	+	-		-	KLMA_40412	BAO40436.1	225	uncharacterized protein YER079W			
4	AP012216.1	939607	941475	+	-	YER080W	AIM9	KLMA_40413	BAO40437.1	622	uncharacterized protein YER080W			
4	AP012216.1	941818	943008	+	-	YOR266W	PNT1	KLMA_40414	BAO40438.1	396	pentamidine resistance factor			
4	AP012216.1	943488	945575	-	-	YOR267C	HRK1	KLMA_40415	BAO40439.1	695	serine/threonine-protein kinase HRK1			
4	AP012216.1	947564	948892	+	-	YOR269W	PAC1	KLMA_40416	BAO40440.1	442	nuclear distribution protein PAC1			
4	AP012216.1	949158	951677	-	-	YOR270C	VPH1	KLMA_40417	BAO40441.1	839	v-type proton ATPase subunit a	gi_574142649_dbj_BAO40441.1_	VPH1_KLMA_40417	YOR270C
4	AP012216.1	952499	953758	+	-	YMR208W	ERG12	KLMA_40418	BAO40442.1	419	mevalonate kinase	gi_574142650_dbj_BAO40442.1_	ERG12_KLMA_40418	YMR208W
4	AP012216.1	954061	955044	-	-	YOR271C	FSF1	KLMA_40419	BAO40443.1	327	probable mitochondrial transport protein FSF1	gi_574142651_dbj_BAO40443.1_	FSF1_KLMA_40419	YOR271C
4	AP012216.1	956548	960429	-	-		TY1B-DR6	KLMA_40420	BAO40444.1	1293	conserved hypothetical protein			
4	AP012216.1	960488	961414	-	-		-	KLMA_40421	BAO40445.1	308	hypothetical protein KLMA_40421			
4	AP012216.1	961906	963240	+	-	YOR272W	YTM1	KLMA_40422	BAO40446.1	444	ribosome biogenesis protein YTM1			
4	AP012216.1	963378	964661	-	-		-	KLMA_40423	BAO40447.1	427	uncharacterized protein YMR209C			
4	AP012216.1	965268	967094	-	-	YOR273C	TPO4	KLMA_40424	BAO40448.1	608	uncharacterized MFS-type transporter C530.15c			
4	AP012216.1	968590	970002	+	-	YMR211W	DML1	KLMA_40425	BAO40449.1	470	protein DML1			
4	AP012216.1	970252	971529	+	-		miaA	KLMA_40426	BAO40450.1	425	tRNA isopentenyltransferase	gi_574142658_dbj_BAO40450.1_	miaA_KLMA_40426	miaA_KLMA_40426
4	AP012216.1	971531	973483	-	-	YOR275C	RIM20	KLMA_40427	BAO40451.1	650	pH-response regulator protein palA/RIM20			
4	AP012216.1	973686	975899	-	-	YMR212C	EFR3	KLMA_40428	BAO40452.1	737	protein EFR3			
4	AP012216.1	976563	978179	+	-	YMR213W	CEF1	KLMA_40429	BAO40453.1	538	pre-mRNA-splicing factor CEF1			
4	AP012216.1	978425	979732	+	-	YHR169W	DBP8	KLMA_40430	BAO40454.1	435	ATP-dependent RNA helicase DBP8			
4	AP012216.1	980002	980586	+	-	YGR251W	NOP19	KLMA_40431	BAO40455.1	194	uncharacterized protein YGR251W			
4	AP012216.1	980824	982371	+	-	YHR170W	NMD3	KLMA_40432	BAO40456.1	515	60S ribosomal export protein NMD3			
4	AP012216.1	982689	984509	+	-	YHR171W	ATG7	KLMA_40433	BAO40457.1	606	autophagy-related protein 7			
4	AP012216.1	984903	986441	+	-	YGR252W	GCN5	KLMA_40434	BAO40458.1	512	histone acetyltransferase GCN5			
4	AP012216.1	986802	987605	-	-	YGR253C	PUP2	KLMA_40435	BAO40459.1	267	proteasome component PUP2			
4	AP012216.1	988443	989822	+	-	YGL012W	ERG4	KLMA_40436	BAO40460.1	459	delta(24(24(1)))-sterol reductase	gi_574142668_dbj_BAO40460.1_	ERG4_KLMA_40436	YGL012W
4	AP012216.1	990272	990778	+	-		-	KLMA_40437	BAO40461.1	168	hypothetical protein KLMA_40437			
4	AP012216.1	990944	991561	-	-		-	KLMA_40438	BAO40462.1	205	membrane-associated progesterone receptor			
4	AP012216.1	993212	996550	+	-		Fbxl7	KLMA_40439	BAO40463.2	1049	hypothetical protein KLMA_40439			
4	AP012216.1	996733	997776	-	-	YLR447C	VMA6	KLMA_40440	BAO40464.1	347	v-type proton ATPase subunit d			
4	AP012216.1	998412	999668	+	-	YML071C	COG8	KLMA_40441	BAO40465.1	418	conserved oligomeric Golgi complex component			
4	AP012216.1	1000282	1004751	+	-	YML072C	TCB3	KLMA_40442	BAO40466.1	1489	tricalbin-3			
4	AP012216.1	1006109	1006720	+	-	YLR448W	RPL6B	KLMA_40443	BAO40467.1	203	60S ribosomal protein L6-B			
4	AP012216.1	1007216	1008469	+	-	YML074C	FPR3	KLMA_40444	BAO40468.1	417	FK506-binding protein 3			
4	AP012216.1	1009886	1013107	+	-	YML075C	HMG1	KLMA_40445	BAO40469.1	1073	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1	gi_574142677_dbj_BAO40469.1_	HMG1_KLMA_40445	YML075C
4	AP012216.1	1014815	1015300	+	-		-	KLMA_40446	BAO40470.1	161	conserved hypothetical membrane protein			
4	AP012216.1	1015968	1019006	+	-	YML076C	WAR1	KLMA_40447	BAO40471.1	1012	weak acid resistance protein 1			
4	AP012216.1	1019001	1019557	-	-	YML077W	BET5	KLMA_40448	BAO40472.1	145	transport protein particle 18 kDa subunit			
4	AP012216.1	1019881	1021107	-	-	YJR125C	ENT3	KLMA_40449	BAO40473.1	408	epsin-3			
4	AP012216.1	1021577	1022278	-	-		-	KLMA_40450	BAO40474.1	233	uncharacterized protein YLR407W			
4	AP012216.1	1022852	1023718	-	-	YDL076C	RXT3	KLMA_40451	BAO40475.1	288	transcriptional regulatory protein RXT3			
4	AP012216.1	1024701	1025473	+	-		RPL31	KLMA_40452	BAO40476.1	114	60S ribosomal protein L31-A			
4	AP012216.1	1026537	1027598	-	-	YLR405W	DUS4	KLMA_40453	BAO40477.1	353	tRNA-dihydrouridine synthase 4			
4	AP012216.1	1028120	1030144	-	-	YDL074C	BRE1	KLMA_40454	BAO40478.1	674	E3 ubiquitin-protein ligase BRE1			
4	AP012216.1	1031493	1034600	+	-		-	KLMA_40455	BAO40479.1	1035	UPF0592 protein YDL073W			
4	AP012216.1	1034878	1035582	-	-		-	KLMA_40456	BAO40480.1	234	hypothetical protein KLMA_40456			
4	AP012216.1	1036448	1038550	-	-	YLR403W	SFP1	KLMA_40457	BAO40481.1	700	zinc finger protein SFP1			
4	AP012216.1	1039942	1041999	+	-	YLR401C	DUS3	KLMA_40458	BAO40482.1	685	tRNA-dihydrouridine synthase 3			
4	AP012216.1	1042152	1042781	-	-	YDL072C	YET3	KLMA_40459	BAO40483.1	209	endoplasmic reticulum transmembrane protein 3	gi_574142691_dbj_BAO40483.1_	YET3_KLMA_40459	YDL072C
4	AP012216.1	1044657	1046762	+	-	YLR399C	BDF1	KLMA_40460	BAO40484.1	701	bromodomain-containing factor 1			
4	AP012216.1	1047414	1048802	+	-		GNT1-A	KLMA_40461	BAO40485.1	462	glucose N-acetyltransferase 1-A			
4	AP012216.1	1049346	1050341	+	-	YEL004W	YEA4	KLMA_40462	BAO40486.1	331	UDP-N-acetylglucosamine transporter YEA4			
4	AP012216.1	1050724	1054521	+	-	YLR398C	SKI2	KLMA_40463	BAO40487.1	1265	antiviral helicase SKI2			
4	AP012216.1	1054567	1055181	-	-		-	KLMA_40464	BAO40488.1	204	beta tubulin			
4	AP012216.1	1055442	1057778	+	-	YLR397C	AFG2	KLMA_40465	BAO40489.1	778	ATPase family gene 2 protein			
4	AP012216.1	1058006	1059877	+	-	YLR396C	VPS33	KLMA_40466	BAO40490.1	623	vacuolar protein sorting-associated protein 33			
4	AP012216.1	1060433	1060949	-	-	YDL067C	COX9	KLMA_40467	BAO40491.2	92	cytochrome c oxidase subunit 7A	gi_764014345_dbj_BAO40491.2_	COX9_KLMA_40467	YDL067C
4	AP012216.1	1061659	1061877	+	-	YLR395C	COX8	KLMA_40468	BAO40492.1	72	cytochrome c oxidase polypeptide VIII	gi_574142700_dbj_BAO40492.1_	COX8_KLMA_40468	YLR395C
4	AP012216.1	1062386	1063360	-	-	YLR394W	CST9	KLMA_40469	BAO40493.1	324	hypothetical protein KLMA_40469			
4	AP012216.1	1064175	1065464	+	-	YDL066W	IDP1	KLMA_40470	BAO40494.1	429	isocitrate dehydrogenase	gi_574142702_dbj_BAO40494.1_	IDP1_KLMA_40470	YDL066W
4	AP012216.1	1066013	1066810	+	-	YPR183W	DPM1	KLMA_40471	BAO40495.1	265	dolichol-phosphate mannosyltransferase	gi_574142703_dbj_BAO40495.1_	DPM1_KLMA_40471	YPR183W
4	AP012216.1	1067523	1072091	+	-	YPR184W	GDB1	KLMA_40472	BAO40496.1	1522	glycogen debranching enzyme	gi_574142704_dbj_BAO40496.1_	GDB1_KLMA_40472	YPR184W
4	AP012216.1	1072694	1074832	+	-	YPR185W	ATG13	KLMA_40473	BAO40497.1	712	autophagy-related protein 13			
4	AP012216.1	1075135	1076415	-	-	YPR186C	PZF1	KLMA_40474	BAO40498.1	426	transcription factor IIIA			
4	AP012216.1	1076966	1077442	+	-	YPR187W	RPO26	KLMA_40475	BAO40499.1	158	DNA-directed RNA polymerases I			
4	AP012216.1	1077619	1078083	-	-		-	KLMA_40476	BAO40500.1	154	myosin light chain 2			
4	AP012216.1	1078396	1082598	+	-	YPR189W	SKI3	KLMA_40477	BAO40501.1	1400	superkiller protein 3			
4	AP012216.1	1082680	1084695	-	-	YPR190C	RPC82	KLMA_40478	BAO40502.1	671	DNA-directed RNA polymerase III subunit RPC3			
4	AP012216.1	1085636	1086718	+	-	YPR191W	QCR2	KLMA_40479	BAO40503.1	360	cytochrome b-c1 complex subunit 2			
4	AP012216.1	1087797	1090073	-	-	YHR205W	SCH9	KLMA_40480	BAO40504.1	758	serine/threonine-protein kinase SCH9			
4	AP012216.1	1090827	1093169	-	-	YHR204W	MNL1	KLMA_40481	BAO40505.1	780	ER degradation-enhancing alpha-mannosidase-like protein 1			
4	AP012216.1	1094102	1095331	+	-	YHR203C	RPS4B	KLMA_40482	BAO40506.1	261	40S ribosomal protein S4			
4	AP012216.1	1095486	1097288	-	-		-	KLMA_40483	BAO40507.1	600	uncharacterized protein YHR202W			
4	AP012216.1	1098497	1099375	+	-		-	KLMA_40484	BAO40508.1	292	hypothetical protein KLMA_40484			
4	AP012216.1	1099605	1100402	-	-	YJR144W	MGM101	KLMA_40485	BAO40509.1	265	mitochondrial genome maintenance protein MGM101			
4	AP012216.1	1101052	1103358	+	-	YJR143C	PMT4	KLMA_40486	BAO40510.1	768	dolichyl-phosphate-mannose--protein mannosyltransferase 4	gi_574142718_dbj_BAO40510.1_	PMT4_KLMA_40486	YJR143C
4	AP012216.1	1103522	1104550	-	-		-	KLMA_40487	BAO40511.1	342	uncharacterized protein YJR142W	gi_574142719_dbj_BAO40511.1_	KLMA_40487	KLMA_40487
4	AP012216.1	1104688	1105872	+	-	YHR201C	PPX1	KLMA_40488	BAO40512.1	394	exopolyphosphatase	gi_574142720_dbj_BAO40512.1_	PPX1_KLMA_40488	YHR201C
4	AP012216.1	1105904	1106974	-	-		-	KLMA_40489	BAO40513.1	356	uncharacterized protein YJR141W			
4	AP012216.1	1107151	1112109	+	-	YJR140C	HIR3	KLMA_40490	BAO40514.1	1652	histone transcription regulator 3 homolog			
4	AP012216.1	1112441	1113597	+	-	YJR139C	HOM6	KLMA_40491	BAO40515.1	360	homoserine dehydrogenase	gi_574142723_dbj_BAO40515.1_	HOM6_KLMA_40491	YJR139C
4	AP012216.1	1113627	1118282	-	-	YJR138W	IML1	KLMA_40492	BAO40516.1	1551	vacuolar membrane-associated protein IML1			
4	AP012216.1	1118659	1119405	-	-	YHR200W	RPN10	KLMA_40493	BAO40517.1	248	26S proteasome regulatory subunit RPN10			
4	AP012216.1	1121089	1125375	+	-	YJR137C	MET5	KLMA_40494	BAO40518.1	1428	sulfite reductase	gi_574142726_dbj_BAO40518.1_	MET5_KLMA_40494	YJR137C
4	AP012216.1	1125682	1126632	+	-	YHR198C	AIM18	KLMA_40495	BAO40519.1	316	uncharacterized protein YHR199C			
4	AP012216.1	1126764	1128983	-	-		-	KLMA_40496	BAO40520.1	739	pseudouridine-metabolizing bifunctional protein C1861.05			
4	AP012216.1	1129253	1130527	+	-	YJR136C	TTI2	KLMA_40497	BAO40521.1	424	TEL2-interacting protein 2			
4	AP012216.1	1130625	1130888	-	-	YJR135W-A	TIM8	KLMA_40498	BAO40522.1	87	mitochondrial import inner membrane translocase subunit TIM8			
4	AP012216.1	1131266	1131940	+	-		-	KLMA_40499	BAO40523.1	224	central kinetochore subunit MCM22			
4	AP012216.1	1131959	1134280	-	-	YHR197W	RIX1	KLMA_40500	BAO40524.1	773	pre-rRNA-processing protein RIX1			
4	AP012216.1	1134963	1136915	+	-	YJR134C	SGM1	KLMA_40501	BAO40525.1	650	protein SGM1			
4	AP012216.1	1137010	1137654	-	-	YJR133W	XPT1	KLMA_40502	BAO40526.1	214	xanthine phosphoribosyltransferase 1	gi_574142734_dbj_BAO40526.1_	XPT1_KLMA_40502	YJR133W
4	AP012216.1	1138027	1139664	-	-	YHR196W	UTP9	KLMA_40503	BAO40527.1	545	U3 small nucleolar RNA-associated protein 9			
4	AP012216.1	1139973	1143131	-	-	YJR132W	NMD5	KLMA_40504	BAO40528.1	1052	nonsense-mediated mRNA decay protein 5			
4	AP012216.1	1144772	1146616	-	-	YHR194W	MDM31	KLMA_40505	BAO40529.1	614	mitochondrial distribution and morphology protein 31			
4	AP012216.1	1147583	1148104	+	-	YHR193C	EGD2	KLMA_40506	BAO40530.1	173	nascent polypeptide-associated complex subunit alpha			
4	AP012216.1	1148250	1149071	-	-		-	KLMA_40507	BAO40531.1	273	uncharacterized membrane protein YHR192W			
4	AP012216.1	1149366	1149767	+	-	YHR191C	CTF8	KLMA_40508	BAO40532.1	133	chromosome transmission fidelity protein 8			
4	AP012216.1	1149809	1151455	-	-	YJR131W	MNS1	KLMA_40509	BAO40533.1	548	endoplasmic reticulum mannosyl-oligosaccharide 1	gi_574142741_dbj_BAO40533.1_	MNS1_KLMA_40509	YJR131W
4	AP012216.1	1151870	1153948	+	-	YJR130C	STR2	KLMA_40510	BAO40534.1	692	cystathionine gamma-synthase	gi_574142742_dbj_BAO40534.1_	STR2_KLMA_40510	YJR130C
4	AP012216.1	1154281	1154457	-	-		-	KLMA_40511	BAO40535.1	58	ATP synthase subunit J	gi_574142743_dbj_BAO40535.1_	KLMA_40511	KLMA_40511
4	AP012216.1	1155671	1156714	+	-	YIR029W	DAL2	KLMA_40512	BAO40536.1	347	allantoicase	gi_574142744_dbj_BAO40536.1_	DAL2_KLMA_40512	YIR029W
4	AP012216.1	1156972	1157913	+	-		-	KLMA_40513	BAO40537.1	313	uncharacterized protein YJR129C			
4	AP012216.1	1158000	1158902	+	-		-	KLMA_40514	BAO40538.1	300	hypothetical protein KLMA_40514			
4	AP012216.1	1161874	1165947	+	-	YML081W	TDA9	KLMA_40515	BAO40539.1	1357	zinc finger protein YML081W			
4	AP012216.1	1166371	1167621	+	-	YML080W	DUS1	KLMA_40516	BAO40540.1	416	tRNA-dihydrouridine synthase 1			
4	AP012216.1	1167976	1168614	+	-		-	KLMA_40517	BAO40541.1	212	uncharacterized protein YML079W			
4	AP012216.1	1168905	1171229	+	-	YJR126C	VPS70	KLMA_40518	BAO40542.1	774	vacuolar protein sorting-associated protein 70			
4	AP012216.1	1171565	1172143	+	-	YML078W	CPR3	KLMA_40519	BAO40543.1	192	peptidyl-prolyl cis-trans isomerase C			
4	AP012216.1	1172247	1172570	-	-	YLR408C	BLS1	KLMA_40520	BAO40544.1	107	hypothetical protein KLMA_40520			
4	AP012216.1	1172798	1175785	+	-	YDL077C	VAM6	KLMA_40521	BAO40545.1	995	vacuolar morphogenesis protein 6			
4	AP012216.1	1175817	1178642	-	-	YLR409C	UTP21	KLMA_40522	BAO40546.1	941	U3 small nucleolar RNA-associated protein 21			
4	AP012216.1	1179172	1182594	+	-	YLR410W	VIP1	KLMA_40523	BAO40547.1	1140	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	gi_574142755_dbj_BAO40547.1_	VIP1_KLMA_40523	YLR410W
4	AP012216.1	1183493	1184746	-	-	YKL181W	PRS1	KLMA_40524	BAO40548.1	417	ribose-phosphate pyrophosphokinase 1	gi_574142756_dbj_BAO40548.1_	PRS1_KLMA_40524	YKL181W
4	AP012216.1	1185433	1186236	+	-	YLR412W	BER1	KLMA_40525	BAO40549.1	267	SRR1-like protein BER1			
4	AP012216.1	1186756	1192902	-	-	YKL182W	FAS1	KLMA_40526	BAO40550.1	2048	fatty acid synthase subunit beta	gi_574142758_dbj_BAO40550.1_	FAS1_KLMA_40526	YKL182W
4	AP012216.1	1195447	1196355	-	-	YKL183W	LOT5	KLMA_40527	BAO40551.1	302	protein LOT5			
4	AP012216.1	1196776	1198308	-	-	YKL184W	SPE1	KLMA_40528	BAO40552.1	510	ornithine decarboxylase	gi_574142760_dbj_BAO40552.1_	SPE1_KLMA_40528	YKL184W
4	AP012216.1	1198670	1200031	-	-		-	KLMA_40529	BAO40553.1	453	transcriptional regulatory protein ASH1			
4	AP012216.1	1201508	1202035	+	-	YKL186C	MTR2	KLMA_40530	BAO40554.1	175	mRNA transport regulator MTR2			
4	AP012216.1	1204012	1206069	+	-		-	KLMA_40531	BAO40555.1	685	uncharacterized protein YKL187C			
4	AP012216.1	1206591	1207403	-	-	YLR414C	PUN1	KLMA_40532	BAO40556.1	270	cell membrane protein YLR414C			
4	AP012216.1	1208896	1211349	+	-	YKL188C	PXA2	KLMA_40533	BAO40557.1	817	peroxisomal long-chain fatty acid import protein 1			
4	AP012216.1	1211621	1213204	+	-	YLR417W	VPS36	KLMA_40534	BAO40558.1	527	vacuolar protein-sorting-associated protein 36			
4	AP012216.1	1213308	1214402	-	-	YKL189W	HYM1	KLMA_40535	BAO40559.1	364	protein HYM1			
4	AP012216.1	1214991	1216157	+	-	YGL067W	NPY1	KLMA_40536	BAO40560.1	388	NADH pyrophosphatase			
4	AP012216.1	1216523	1217491	+	-	YPL206C	PGC1	KLMA_40537	BAO40561.1	322	probable glycerophosphodiester phosphodiesterase YPL206C	gi_574142769_dbj_BAO40561.1_	PGC1_KLMA_40537	YPL206C
4	AP012216.1	1218063	1219667	+	-	YGL066W	SGF73	KLMA_40538	BAO40562.1	534	SAGA-associated factor 73			
4	AP012216.1	1219819	1221348	-	-	YGL065C	ALG2	KLMA_40539	BAO40563.1	509	alpha-1,3-mannosyltransferase ALG2	gi_574142771_dbj_BAO40563.1_	ALG2_KLMA_40539	YGL065C
4	AP012216.1	1221729	1223021	+	-		-	KLMA_40540	BAO40564.1	430	hypothetical protein KLMA_40540			
4	AP012216.1	1223220	1223612	-	-		-	KLMA_40541	BAO40565.1	130	hypothetical protein KLMA_40541			
4	AP012216.1	1224045	1225814	-	-	YPL208W	RKM1	KLMA_40542	BAO40566.1	589	ribosomal N-lysine methyltransferase 1			
4	AP012216.1	1227136	1228293	+	-	YPL209C	IPL1	KLMA_40543	BAO40567.1	385	spindle assembly checkpoint kinase			
4	AP012216.1	1228369	1230063	-	-	YGL064C	MRH4	KLMA_40544	BAO40568.1	564	ATP-dependent RNA helicase MRH4			
4	AP012216.1	1230631	1232544	+	-	YPL210C	SRP72	KLMA_40545	BAO40569.1	637	signal recognition particle subunit SRP72			
